TYPE	FLUENT	Corrected
1: Filler	പൊതുമേഖലയിലെ പ്രതിരോധ സ്ഥാപനങ്ങൾക്കായുള്ള മാർഗനിർദേശങ്ങളുടെ നടപ്പിലാക്കൽ ഘട്ടത്തിൽ ഉയർന്നുവന്ന പ്രശ്നങ്ങളാണ് അവ റദ്ദാക്കാനുള്ള തീരുമാനത്തിനു പിന്നിൽ.	പൊതുമേഖലയിലെ പ്രതിരോധ സ്ഥാപനങ്ങൾക്കായുള്ള ആ മാർഗനിർദേശങ്ങളുടെ നടപ്പിലാക്കൽ ഘട്ടത്തിൽ ഉയർന്നുവന്ന പ്രശ്നങ്ങളാണ് അവ റദ്ദാക്കാനുള്ള തീരുമാനത്തിനു പിന്നിൽ.
1: Filler	ഒരു ധനകാര്യസ്ഥാപനം എന്ന നിലയിൽ ആ പരിപാടിയിൽ ലണ്ടൻ സ്റ്റോക്ക് എക്സ്ചേഞ്ചിന്റെ പങ്ക് ഐ. എസ്. എയുടെ ലക്ഷ്യങ്ങൾ നേടുന്നതിന് വേണ്ടിയുള്ള വിഭവ സമാഹരണത്തിന് സഹായിക്കും.	ഒരു ധനകാര്യസ്ഥാപനം എന്ന നിലയിൽ ആ പരിപാടിയിൽ ലണ്ടൻ സ്റ്റോക്ക് എന്നുവെച്ചാ എക്സ്ചേഞ്ചിന്റെ പങ്ക് ഐ. എസ്. എയുടെ ലക്ഷ്യങ്ങൾ നേടുന്നതിന് വേണ്ടിയുള്ള വിഭവ സമാഹരണത്തിന് സഹായിക്കും.
1: Filler	ബാങ്കുകളുടെ പടിവാതിൽക്കൽവെച്ച് അപമാനിതരായി പുറത്താക്കപ്പെട്ടിരുന്ന സാധാരണക്കാർക്ക് സ്വന്തം ബാങ്ക് അക്കൌണ്ടുകൾ ഉണ്ടാകുന്ന സാഹചര്യമുണ്ടായി.	ബാങ്കുകളുടെ എന്നുവെച്ചാ പടിവാതിൽക്കൽവെച്ച് അപമാനിതരായി പുറത്താക്കപ്പെട്ടിരുന്ന സാധാരണക്കാർക്ക് സ്വന്തം ബാങ്ക് അക്കൌണ്ടുകൾ ഉണ്ടാകുന്ന സാഹചര്യമുണ്ടായി.
1: Filler	സമഗ്ര ഉഭയകക്ഷിസഹകരണം ശക്തിപ്പെടുന്നതിൽ നേതാക്കൾ സന്തോഷം പ്രകടിപ്പിച്ചു.	സമഗ്ര ഉഭയകക്ഷിസഹകരണം പിന്നെ ശക്തിപ്പെടുന്നതിൽ നേതാക്കൾ സന്തോഷം പ്രകടിപ്പിച്ചു.
1: Filler	ദക്ഷിണാഫ്രിക്കയിൽ എത്താൻകഴിഞ്ഞതിൽ അതിയായ സന്തോഷമുണ്ട്.	ആ ദക്ഷിണാഫ്രിക്കയിൽ എത്താൻകഴിഞ്ഞതിൽ അതിയായ സന്തോഷമുണ്ട്.
1: Filler	അതേ, ഇരുപത്തിയൊന്നാം നൂറ്റാണ്ടിൽ ഇന്ത്യയെ അർഹിക്കുന്ന ഇടം ഉറപ്പാക്കാൻ നാം പ്രാപ്തരാക്കുക തന്നെ ചെയ്യും.	അതേ, ആ ഇരുപത്തിയൊന്നാം നൂറ്റാണ്ടിൽ ഇന്ത്യയെ അർഹിക്കുന്ന ഇടം ഉറപ്പാക്കാൻ നാം പ്രാപ്തരാക്കുക തന്നെ ചെയ്യും.
1: Filler	ഡിജിറ്റൽ ഇടപാടുകൾ കൂടുതൽ പ്രോത്സാഹിപ്പിക്കുന്നതിന് അദ്ദേഹം ജനങ്ങളെ പ്രേരിപ്പിച്ചു.	ഡിജിറ്റൽ ഇടപാടുകൾ കൂടുതൽ പ്രോത്സാഹിപ്പിക്കുന്നതിന് അദ്ദേഹം ജനങ്ങളെ പിന്നെ പ്രേരിപ്പിച്ചു.
1: Filler	കഴിഞ്ഞ ഗവൺമെന്റിന്റെ കാലത്ത് ഇന്ത്യ സന്ദർശിച്ച ലോക നേതാക്കളുടെ എണ്ണവും ഇക്കഴിഞ്ഞ നാലു വർഷത്തിനുള്ളിൽ ഇന്ത്യയിലെത്തിയ രാഷ്ട്രത്തലവന്മാരുടെ എണ്ണവും തമ്മിൽ ഒരു താരതമ്യം നടത്തിയാൽ അത് വാള്യങ്ങൾ തന്നെ വരും.	കഴിഞ്ഞ ഗവൺമെന്റിന്റെ കാലത്ത് ഇന്ത്യ സന്ദർശിച്ച ലോക നേതാക്കളുടെ എണ്ണവും ഇക്കഴിഞ്ഞ നാലു വർഷത്തിനുള്ളിൽ ഇന്ത്യയിലെത്തിയ ആ രാഷ്ട്രത്തലവന്മാരുടെ എണ്ണവും തമ്മിൽ ഒരു താരതമ്യം നടത്തിയാൽ അത് വാള്യങ്ങൾ തന്നെ വരും.
1: Filler	നിങ്ങൾക്ക് ആപ്പിൽ അത് ലഭ്യമാകുന്നുവെങ്കിൽ മറ്റുള്ളവർക്കും ലഭിക്കും.	നിങ്ങൾക്ക് ആപ്പിൽ അത് പിന്നെ ലഭ്യമാകുന്നുവെങ്കിൽ മറ്റുള്ളവർക്കും ലഭിക്കും.
1: Filler	എണ്ണയും വാതകവും വ്യാപാരം ചെയ്യപ്പെടുന്ന ചരക്കുകളാണ. അതേസമയം അത് അവശ്യവസ്തുക്കളുമാണ്. സാധാരണക്കാരന്റെ അടുക്കളക്കായാലും ഒരു വിമാനത്തിനായാലും ഊർജ്ജം അത്യാവശ്യമാണ്.	എണ്ണയും വാതകവും വ്യാപാരം ചെയ്യപ്പെടുന്ന ചരക്കുകളാണ. അതേസമയം അത് അവശ്യവസ്തുക്കളുമാണ്. സാധാരണക്കാരന്റെ എന്നുവെച്ചാ അടുക്കളക്കായാലും ഒരു വിമാനത്തിനായാലും ഊർജ്ജം അത്യാവശ്യമാണ്.
1: Filler	യുവജനങ്ങൾക്കിടയിൽ നിന്ന് ഇതിന് വലിയ പ്രതികരണമാണ് ലഭിച്ചത്.	ആ യുവജനങ്ങൾക്കിടയിൽ നിന്ന് ഇതിന് വലിയ പ്രതികരണമാണ് ലഭിച്ചത്.
1: Filler	നൂറ്റിയിരുപത്തിയഞ്ചുകോടി ജനങ്ങളുടെയുള്ളിൽ ഒരു ആശയുണ്ട്, ഒരു ഉത്സാഹമുണ്ട്, ഒരു സങ്കല്പമുണ്ട്, ഒരു അഭിലാഷമുണ്ട്.	അപ്പം നൂറ്റിയിരുപത്തിയഞ്ചുകോടി ജനങ്ങളുടെയുള്ളിൽ ഒരു ആശയുണ്ട്, ഒരു ഉത്സാഹമുണ്ട്, ഒരു സങ്കല്പമുണ്ട്, ഒരു അഭിലാഷമുണ്ട്.
1: Filler	ഞങ്ങൾ ഫാക്ടറി നിയമത്തിൽ ഭേദഗതി വരുത്തുകയും സ്ത്രീകളെയും രാത്രി ഷിഫ്റ്റുകളിൽ പണിയെടുക്കാൻ അനുവദിക്കണമെന്ന് സംസ്ഥാനങ്ങളോട് നിർദേശിക്കുകയും ചെയ്തിട്ടുണ്ട്.	ഞങ്ങൾ ഫാക്ടറി നിയമത്തിൽ ഭേദഗതി വരുത്തുകയും സ്ത്രീകളെയും രാത്രി ഷിഫ്റ്റുകളിൽ പണിയെടുക്കാൻ അനുവദിക്കണമെന്ന് സംസ്ഥാനങ്ങളോട് നിർദേശിക്കുകയും പിന്നെ ചെയ്തിട്ടുണ്ട്.
1: Filler	നിർമാണത്തിലിരിക്കുന്ന ഡ്രൈ ഡോക് സംവിധാനത്തിനു വൈദ്യുതി ലഭ്യമാക്കാൻ ട്രാൻസ്ഫോമർ സ്ഥാപിക്കുന്നതിനും ഭൂഗർഭ ജലസംഭരണിയും പമ്പ് ഹൌസും സ്ഥാപിക്കുന്നതിനുമാണു സ്ഥലം ഉപയോഗപ്പെടുത്തുക.	എന്നുവെച്ചാ നിർമാണത്തിലിരിക്കുന്ന ഡ്രൈ ഡോക് സംവിധാനത്തിനു വൈദ്യുതി ലഭ്യമാക്കാൻ ട്രാൻസ്ഫോമർ സ്ഥാപിക്കുന്നതിനും ഭൂഗർഭ ജലസംഭരണിയും പമ്പ് ഹൌസും സ്ഥാപിക്കുന്നതിനുമാണു സ്ഥലം അപ്പം ഉപയോഗപ്പെടുത്തുക.
1: Filler	ഞാൻ വീണ്ടും ഇവിടെ വന്നിരിക്കുന്നത് ഈ വികസന പരമ്പരയ്ക്ക് കൂടുതൽ ഉത്തേജനം പകരുന്നതിനാണ്.	ഞാൻ വീണ്ടും ഇവിടെ എന്നുവെച്ചാ വന്നിരിക്കുന്നത് ഈ വികസന പരമ്പരയ്ക്ക് കൂടുതൽ ഉത്തേജനം പകരുന്നതിനാണ്.
